family,title,abstract,applicants,inventors,dates,classes
38510292,"Neutralizing Agents for Bacterial Toxins","Stabilized variable regions of the T cell receptor and methods of making the same using directed evolution through yeast display are provided. In one embodiment, the variable region is variable beta. In one embodiment, the stabilized T cell receptor variable regions have high affinity for a superantigen, such as TSST-1 or SEB. These T cell receptor variable regions are useful as therapeutics.",nat inst of health nih u s dept of health and human resources dhhs u s govt[us],kranz david m[us]; buonpane rebecca a[us]; churchill hywyn r o[us]; sundberg eric j[us]; moza beenu[us]; schlievert patrick[us],20111006,C07K14/7051;C12N15/1037;C12N15/1058;A61K38/00
22103821,"","",,,20020514,C07K14/705;A61K38/00
61689729,"TCRS SPECIFIC FOR MINOR HISTOCOMPATIBILITY (H) ANTIGEN HA-1 AND USES THEREOF","The present disclosure provides compositions and methods for targeting a minor histocompatibility (H) antigen (HA-1H?) to, for example, prevent or manage relapse of a hematological malignancy after allogeneic hematopoietic stem cell transplantation (HCT). Also provided are transgene constructs encoding engineered binding proteins, such as a T cell receptor or a chimeric antigen receptor, optionally encoding additional components such as a co-receptor and/or safety switch. Such transgene constructs can be transduced into an immune cell, such as a T cell, and used as an immunotherapy in a subject having a hematological malignancy or at risk for recurrence of the hematological malignancy (e.g., leukemia, lymphoma, myeloma).",hutchinson fred cancer res[us],bleakley marie[us]; dossa robson[us]; sommermeyer daniel[de],20180329,A61K35/17;A61K35/17;A61P35/02;A61P35/02;C07K14/70503;C07K14/70503;C07K14/7051;C07K14/7051;C07K14/70517;C07K14/70517;C07K14/70596;C07K14/70596;C07K14/71;C07K14/71;C12N5/0636;C12N5/0636;C12N9/22;C12N9/22;C07K2319/40;C07K2319/40;C07K2319/41;C07K2319/41;C12N2510/00;C12N2510/00
66349617,"MULTIVALENT ANTIBODY","The invention relates to a multivalent antibody which comprises: a base antibody portion which comprises two binding domains; and at least one additional binding domain, wherein the base antibody portion is connected by a linker to the at least one additional binding domain, wherein each binding domain of the base antibody portion and each of the at least one additional binding domains all have a common variable region, and wherein the linker comprises a hinge sequence or a sequence derived from a hinge sequence. The invention also relates to a multivalent antibody which comprises: a base antibody portion which comprises two binding domains; and at least one additional binding domain, wherein at least one additional binding domain comprises a CH1 region and is connected to the base antibody portion by said linker, linking a variable region of the base antibody portion and the CH1 region, and wherein the multivalent antibody binds to at least three different epitopes.",merus n v[nl],de kruif cornelis adriaan[nl]; hendriks linda johanna aleida[nl]; logtenberg ton[nl],20191121,A61P35/00;C07K16/1282;C07K16/18;C07K16/2809;C07K16/2827;C07K16/2863;C07K16/36;C07K16/468;C07K2317/21;C07K2317/35;C07K2317/526;C07K2317/53;C07K2317/73;C07K2317/94;C07K2319/00
49262046,"T CELL RECEPTORS","The present invention relates to T cell receptors (TCRs) which bind the HLA-A2 restricted CLGGLLTMV peptide derived from the LMP2A protein from Epstein Barr Virus (EBV). TCRs of the invention comprise a TCR alpha chain variable domain and/or a TCR beta variable domain. Certain preferred TCRs also bind the natural peptide variants SLGGLLTMV and CLGGLITMV presented as a peptide-HLA-A2 complex. The TCRs of the invention demonstrate excellent specificity profiles for those LMP2A epitopes and have binding affinities for the complex which result in an enhanced ability to recognize the complex compared to a soluble reference TCR having the extracellular sequence of the native EBV LMP2A TCR alpha chain given in Figure 3 (SEQ ID No: 4) and the extracellular sequence of the native EBV LMP2A TCR beta chain given in Figure 4 (SEQ ID No: 5)",immunocore ltd[gb],su qin[gb]; molloy peter[gb]; liddy nathaniel[gb],20150219,A61K39/12;C07K14/05;C07K14/7051;C07K16/2809;C12N7/00;A61K2039/6056;C07K2317/622;C07K2319/00;C07K2319/03;C07K2319/30;C12N2710/16222;C12N2710/16234;C12N2710/16271
55952417,"TRANSFECTED T-CELLS AND T-CELL RECEPTORS FOR USE IN IMMUNOTHERAPY AGAINST CANCERS","The present description relates to T-cell receptors (TCRs) binding to tumor-associated antigens (TAAs) for targeting cancer cells, T-cells expressing same, methods for producing same, and methods for treating cancers using same. In particular, the present description relates to TCRs and their variants that bind to HLA class I or II molecules with a peptide, such as MAG-003 have the amino acid sequence of KVLEHVVRV (SEQ ID NO:1). The present description further relates to peptides, proteins, nucleic acids and cells for use in immunotherapeutic methods. In particular, the present description relates to the immunotherapy of cancer. The present description furthermore relates to tumor-associated T-cell peptide epitopes, alone or in combination with other tumor-associated peptides that can for example serve as active pharmaceutical ingredients of vaccine compositions that stimulate anti-tumor immune responses, or to stimulate T-cells ex vivo and transfer into patients. Peptides bound to molecules of the major histocompatibility complex (MHC), or peptides as such, can also be targets of antibodies, soluble T-cell receptors, and other binding molecules.",immatics biotechnologies gmbh[de],alten leonie[de]; maurer dominik[de]; bunk sebastian[de],20170921,C07K14/435;A61K35/17;A61K38/00;A61K35/12;A61K35/66;C07K14/7051;C12N15/09;C12N15/10
55133151,"Peptides derived from transient receptor potential cation channel subfamily M member 1 (TRPM1), complexes comprising such peptides bound to MHC molecules","The present invention relates to novel peptides derived from Transient receptor potential cation channel subfamily M member 1 (TRPM1), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; kleijnen maurits[gb]; sun meidai[gb],20210420,A61K47/42;A61K47/6849;A61K47/6855;A61P35/00;A61P35/00;C07K7/08;C07K14/4748;C07K14/4748
55133150,"PEPTIDES OF PAGE5","The present invention relates to novel peptides derived from P antigen family member 5 (PAGE5), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; sun meidai[gb],20181227,A61K38/1774;A61K38/1774;A61K39/001184;A61K39/001193;C07K14/4748;C07K14/4748;C07K14/7051;C07K14/70539;C07K16/30;C07K16/3069;G01N33/6845;A61K39/00;C07K2317/92;C07K2319/00;G01N2333/7051;G01N2333/70539;G01N2800/7028
63523985,"HIGH AFFINITY MAGE-A1-SPECIFIC TCRS AND USES THEREOF","The present disclosure provides TCRs with high or enhanced affinity against various tumor associated antigens (including human MAGE-A1 epitopes), T cells expressing such high affinity antigen specific TCRs, nucleic acids encoding the same, and compositions for use in treating diseases or disorders in which cells overexpress one or more of these antigens, such as in cancer.",hutchinson fred cancer res[us],chapuis aude[us]; schmitt thomas[us]; mcafee megan[us],20180920;20191121,A61K35/17;A61K39/001186;A61P35/00;C07K14/4748;C07K14/7051;C07K14/70517;C12N5/0638;A61K2039/5158;C12N2510/00;A61K35/17;A61K39/001186;A61P35/00;C07K14/4748;C07K14/7051;C07K14/70517;C12N5/0638;A61K2039/5158;C12N2510/00
46931093,"VECTOR FOR FOREIGN GENE INTRODUCTION AND METHOD FOR PRODUCING VECTOR TO WHICH FOREIGN GENE HAS BEEN INTRODUCED","The purpose of the invention is to provide means with which it is possible to efficiently select a vector to which a foreign gene has been introduced when a foreign gene is to be introduced by homologous recombination to a vector having multiple sequences homologous with one another. The vector comprises, in succession, a replication origin, a sequence A, a marker gene X, two sequences C and D for introducing a foreign gene by homologous recombination, and a sequence B homologous with sequence A. The two sequences C and D are directly or indirectly adjacent to one another. The vector is used for the introduction of a foreign gene between the two adjacent sequences C and D.",nat univ corp univ toyama[jp]; horii masae[jp]; kishi hiroyuki[jp]; kobayashi eiji[jp]; ozawa tatsuhiko[jp]; muraguchi atsushi[jp],horii masae[jp]; kishi hiroyuki[jp]; kobayashi eiji[jp]; ozawa tatsuhiko[jp]; muraguchi atsushi[jp],20121004,C12N15/86;C12N2740/10043;C12N15/63;C12N15/64;C12N15/867;C12N2820/55;C12N2820/60;C12N2820/704;C12N2820/706
39170469,"T-CELL RECEPTORS FOR USE IN DIAGNOSIS AND THERAPY OF CANCERS AND AUTOIMMUNE DISEASE","The specification describes the sequences for two T-cell receptors-one having a high affinity and one having low affinity for the HLA-A2-restricted peptide PR1. Use of the T-cell receptors and variants thereof in the diagnosis and treatment of cancer and immune-related diseases are also provided.",,molldrem jeffrey[us],20080313,C07K14/7051;A61K38/00
57680699,"T CELL RECEPTOR","TCR The present invention relates to an engineered T cell receptor (TCR). In particular, the present invention relates to methods for expression of a TCR when expressed as an exogenous TCR, to methods for selecting a TCR with high cell surface expression when expressed as an exogenous TCR and to methods for identifying residues which contribute to the cell surface expression level of a TCR. The present invention also relates to an engineered TCR which has a high level of cell surface expression when expressed as an exogenous TCR compared to the corresponding germline TCR sequence.",ucl business plc[gb],stauss hans[gb]; thomas sharyn[gb]; willcox ben[gb]; mohammed fiyaz[gb],20191107,C07K1/006;C07K14/7051;C07K14/7051;A61K38/00;A61K38/00
68136469,"T CELL MODIFICATION","The present invention relates to improved compositions and methods for treating diseases, such as cancer, by providing a cell immunotherapy, wherein the cell immunotherapy is an immunomodulatory cell expressing an exogenous CD8 co-receptor and a modified T cell receptor (TCR). The invention further relates to polynucleotides, expression vectors, and immunomodulatory cells comprising the immunotherapy, as well as methods of generating said immunomodulatory cells.",glaxosmithkline ip dev ltd[gb]; adaptimmune ltd[gb],brett sara jane[gb]; davies marie l[gb]; southgate thomas[gb]; adams katherine[gb]; melchiori luca[gb]; rice louise[gb],20200312,C07K14/705;C12N15/86;C12N5/10
63040814,"NOVEL T-CELL RECEPTOR","The present invention provides a T-cell receptor that includes a complementarity determining region of the α-chain having amino acid sequences of CDR1-CDR3 represented respectively by SEQ ID NOs: 1-3 or amino acid sequences of CDR1-CDR3 represented respectively by SEQ ID NOs: 4-6, that includes a complementarity determining region of the β-chain having amino acid sequences of CDR1-CDR3 respectively represented by SEQ ID NO: 7-9 or amino acid sequences of CDR1-CDR3 respectively represented by SEQ ID NO: 10-12, and that can bind to a peptide having an amino acid sequence represented by SEQ ID NO: 27, or to a complex of the peptide and HLA-A24. The present invention also provides a T-cell receptor that includes a complementarity determining region of the α-chain having amino acid sequences of CDR1-CDR3 respectively represented by SEQ ID NO: 13-15, that includes a complementarity determining region of the β-chain having amino acid sequences of CDR1-CDR3 respectively represented by SEQ ID NO: 16-18, and that can bind to a peptide represented by SEQ ID NO: 28 or a complex of the peptide and HLA-A02.",nat cancer center japan[jp]; univ kyoto[jp]; takeda pharmaceuticals co[jp],nakatsura tetsuya[jp]; yoshikawa toshiaki[jp]; uemura yasushi[jp]; fukuda kyoko[jp]; kaneko shin[jp]; minagawa atsutaka[jp]; kassai yoshiaki[jp]; matsuda atsushi[us],20180809,A61K35/12;A61K35/17;A61K35/545;A61P35/00;C07K14/705;C12N5/10;C12N15/09
31946570,"","",,,20050825,C07K14/7051;A61K38/00
39789758,"","",,,20101202,C07K14/005;C12N15/1037;C07K2319/20;C12N2795/14122
56234154,"CLAUDIN-6 PEPTIDES","The present invention relates to novel peptides derived from Claudin-6 (CLDN6), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; sun mei[gb],20171102,C07K14/4748;G01N33/574;G01N33/6878;A61K38/00;G01N2333/70539;G01N2500/02
51947049,"T CELL RECEPTORS","The present invention relates to T cell receptors (TCRs) which bind the HLA-A*02 restricted peptide GLYDGMEHL (SEQ SD NO: 1) derived from the MAGE-A10 protein. The TCRs of the invention demonstrate excellent specificity profiles for this MAGE epitope. Also provided are nucleic acids encoding the TCRs; cells engineered to present the TCRs, cells harbouring expression vectors encoding the TCRs and pharmaceutical compositions comprising the TCRs, nucleic acids or cells of the invention.",adaptimmune ltd[gb],hayes conor[gb]; volkov arsen[gb]; gerry andrew[gb]; border ellen[gb]; carter edward[gb],20160414,C07K14/7051;C07K14/70539;C07K14/4748;A61K38/00;A61K35/17;C07K14/62;C07K14/70503;C12N5/0638;C12N2510/00
51842824,"METHODS OF ISOLATING T CELLS HAVING ANTIGENIC SPECIFICITY FOR A CANCER-SPECIFIC MUTATION","Disclosed are methods of isolating T cells having antigenic specificity for a mutated amino acid sequence encoded by a cancer-specific mutation, the method comprising: identifying one or more genes in the nucleic acid of a cancer cell of a patient, each gene containing a cancer-specific mutation that encodes a mutated amino acid sequence; inducing autologous APCs of the patient to present the mutated amino acid sequence; co-culturing autologous T cells of the patient with the autologous APCs that present the mutated amino acid sequence; and selecting the autologous T cells. Also disclosed are related methods of preparing a population of cells, populations of cells, pharmaceutical compositions, and methods of treating or preventing cancer.",us health[us],tran eric[us]; lu yong-chen[us]; robbins paul e[us]; rosenberg steven a[us],20160407,C12N5/0636
55908599,"SOLUBLE HETERODIMERIC T CELL RECEPTOR, AND PREPARATION METHOD AND USE THEREOF","Provided is a high-stability T cell receptor (TCR). The TCR comprises (i) the whole or a part of TCRα chain except a transmembrane domain thereof, and (ii) the whole or a part of TCRβ chain except a transmembrane domain thereof, both the (i) and the (ii) comprising a functional variable domain and at least a part of a constant domain of a TCR chain. An artificial interchain disulfide bond links the constant domains of the TCRα and β chains, and a Tm value of the T cell receptor is greater than or equal to 45ºC.",guangzhou xiangxue pharmaceutical co ltd[cn],li yi[cn]; fan hui[cn],20160512,A61K38/17;A61K47/62;C07K14/7051;C07K16/2809;C12N15/63;A61K38/00;A61K38/00;C07K2319/30
48093122,"抗ＨＬＡ−Ｂ＊２７抗体およびその使用","",,,20150518,C07K16/2833;A61K2039/505;C07K2317/21;C07K2317/24;C07K2317/33;C07K2317/565;C07K2317/76;C07K2317/92;C07K16/28
55971005,"T CELL RECRUITING POLYPEPTIDES BASED ON TCR ALPHA/BETA REACTIVITY","T cell recruiting polypeptides are provided that bind the constant domain of TCR on a T cell. The polypeptides can be used in methods for treatment of cancers.",ablynx nv[be],roobrouck annelies[be]; van hoorick diane[be]; vieira joao[gb],20161117,A61K47/60;C07K16/18;C07K16/2809;C07K16/2809;C07K16/2863;C07K16/2863;C07K16/2887;C07K16/2887;C07K16/3007;C07K16/3007;C07K16/32;C07K16/32;C07K16/468;C07K16/468;A61K2039/505;C07K2317/22;C07K2317/22;C07K2317/24;C07K2317/31;C07K2317/31;C07K2317/32;C07K2317/32;C07K2317/33;C07K2317/33;C07K2317/565;C07K2317/567;C07K2317/569;C07K2317/569;C07K2317/75;C07K2317/92;C07K2317/92;C07K2317/94;C07K2317/94;C07K2319/30
60022050,"","",,,20200123,A61P1/04;A61P3/10;A61P9/00;A61P17/06;A61P19/02;A61P29/00;A61P37/02;A61P37/06;C07K14/4702;C07K14/4702;C07K14/55;C07K14/55;C07K14/7051;C07K14/7051;C07K16/22;C07K16/241;C07K16/2863;C07K16/2896;C07K16/46;C07K2317/55;C07K2317/55;C07K2317/569;C07K2317/622;C07K2319/00;C07K2319/02;C07K2319/02;C07K2319/21;C07K2319/21;C07K2319/30;C07K2319/30;C07K2319/31;C07K2319/35;C07K2319/43;C07K2319/735;C07K2319/735
62116498,"CHIMERIC ANTIGEN RECEPTORS","Provided herein are compositions and methods for immunotherapy. In particular, provided herein are chimeric antigen receptors, cells expressing chimeric antigen receptors, and use of such cells in immunotherapy (e.g., cancer immunotherapy).",oslo univ hf[no],wälchli sébastien[no]; walseng even[no]; inderberg else[no]; köksal hakan[no],20190411,A61K35/17;C07K14/7051;C07K16/00;A61K38/00;C07K2317/622;C07K2319/03;C07K2319/33
72050824,"RECRUITING AGENT FURTHER BINDING AN MHC MOLECULE","The present invention concerns bispecific antigen binding proteins directed against MHC presented target antigens (TA). The invention in particular provides bispecific antigen binding proteins comprising at least two antigen binding sites (A and B), wherein the antigen binding site A binds to CD3 and the antigen binding site B binds to a target antigenic (TA) peptide/MHC complex. The bispecific antigen binding proteins of the invention comprise, in particular, the CDRs of the VL and VH domains of novel engineered anti-CD3 antibodies having a reduced affinity. The bispecific antigen binding proteins of the invention are of use for the diagnosis, treatment and prevention of TA associated diseases, such as tumor-associated antigen (TAA) expressing cancerous diseases. Further provided are nucleic acids encoding the bispecific antigen binding protein of the invention, vectors comprising these nucleic acids, recombinant cells expressing the antigen binding protein and pharmaceutical compositions comprising the bispecific antigen binding proteins of the invention.",immatics biotechnologies gmbh[de],pszolla gabriele[de]; hofmann martin[de]; unverdorben felix[de]; hutt meike[de]; maurer dominik[de]; bunk sebastian[de],20210204,C07K16/2809;C07K16/2809;C07K16/2833;C07K16/3053;C07K16/32;C07K16/468;C07K2317/14;C07K2317/24;C07K2317/24;C07K2317/31;C07K2317/31;C07K2317/32;C07K2317/565;C07K2317/567;C07K2317/626;C07K2317/626;C07K2317/73;C07K2317/92;C07K2317/92
64095949,"HUMAN ALPHA FETOPROTEIN-SPECIFIC T CELL RECEPTORS AND USES THEREOF","T cell receptors that specifically recognize hAFP158 and methods of their use are provided.",augusta univ research institute inc[us],he yukai[us]; zhu wei[us]; celis esteban[us]; peng yibing[us]; wang lan[us],20181115,A61K35/17;A61K35/17;A61P35/00;A61P35/00;C07K14/7051;C07K14/7051;A61K38/00;C07K16/462
68843211,"STEM CELL-ENGINEERED INKT CELL-BASED OFF -THE-SHELF CELLULAR THERAPY","Embodiments of the disclosure include compositions and methods related to engineered invariant natural killer T (iNKT) cells for off-the-shelf use for clinical therapy. In particular embodiments, the iNKT cells are produced from hematopoietic stem progenitorcells and also are suitable for allogeneic cellular therapy because they are HLA negative. In specific embodiments, the cells are cultured in a particular in vitro three-dimensional artificial thymic organoid system and the cells have imaging and suicide targeting capabilities.",univ california[us],yang lili[us]; zhu yanni[us]; seet christopher[us]; montel-hagen amélie[us]; crooks gay[us],20191219,A61K35/14;A61K35/17;C07K14/7051;C07K14/70539;C12N15/09;C12N15/63;C12N15/113;C12N15/1138;C12N2310/20
62116393,"TCR AND PEPTIDES","TCR AND PEPTIDES A T-cell receptor (TCR), which binds to a Wilms tumour 1 protein (WT1) peptide when presented by a major histocompatibility complex (MHC).",ospedale san raffaele srl[it]; fond centro san raffaele[it],bonini maria chiara[it]; ruggiero eliana[it]; magnani zulma irene[it]; vago luca aldo edoardo[it]; bondanza attilio[it]; ciceri fabio[it],20181101,C07K14/7051;C07K14/4748
65272504,"BRAF-SPECIFIC TCRS AND USES THEREOF","The present disclosure provides binding proteins, such as TCRs, that specifically bind various tumor associated antigens (including human BRAFV600E epitope), cells expressing such antigen specific binding proteins, nucleic acids encoding the same, and compositions for use in treating diseases or disorders in which cells express BRAFV600E, such as in cancer.",hutchinson fred cancer res[us]; univ washington[us],veatch joshua[us]; riddell stanley[us]; lee sylvia[us],20190214,A61K35/17;A61K35/28;C07K14/7051;C07K16/32;C12N15/90;A61K38/00;C12N2740/10043
66820625,"GENETICALLY MODIFIED IMMUNE CELLS TARGETING NY-ESO-1 AND METHODS OF USE THEREOF","The present disclosure provides modified immune cell (e.g., modified T cell) comprising an exogenous T cell receptor (TCR) having specificity for NY-ESO-1. The present disclosure provides modified immune cells or precursors thereof (e.g., modified T cells) comprising an exogenous TCR and a switch receptor. Gene edited modified cells are also provided, such that the expression of one or more of an endogenous T-cell receptor gene (e.g., TRAC, TRBC) or an endogenous immune checkpoint gene (e.g,. PD-1 or TIM-3) is downregulated.",univ pennsylvania[us],zhao yangbing[us]; liu xiaojun[us],20190620,A61K35/17;A61K35/17;A61P35/00;A61P35/00;C07K14/7051;C07K14/70596;C12N5/10;C12N15/62;A61K38/00;C07K2319/03;C07K2319/33;C07K2319/50
49882508,"QUANTITATIVE ASSESSMENT OF HUMAN T-CELL REPERTOIRE RECOVERY AFTER ALLOGENEIC HEMATOPOIETIC STEM CELL TRANSPLANTATION","A method and an apparatus are provided for determining T-cell repertoire recovery after allo-HSCT or identifying patients at high risk of infection. Combination of 5'-RACE PCR with deep sequencing was used to quantify TCR diversity in 33 individuals using a single oligonucleotide pair. Analysis of duplicate blood samples revealed highly reproducible detection of expanded TCR clonotypes. After 6 months, recipients of cord blood grafts without anti-thymocyte globulin therapy approximated the TCR diversity of healthy subjects, whereas recipients of T-cell-depleted peripheral blood stem cell grafts had a 28-fold and 14-fold lower CD4+ and CD8+ T-cell diversity, respectively. After 12 months, these differences had leveled out for the CD4+, but not the CD8+ T-cell compartment.",sloan kettering inst cancer[us],pamer eric[us]; van heijst jeroen w j[us]; perales miguel-angel[us]; van den brink marcel r m[us],20140109,C12Q1/6881;C12Q1/6883;C12Q1/70;G01N33/56972;C12Q2600/106;C12Q2600/112;C12Q2600/136;C12Q2600/156
58717847,"CONDITIONALLY REPRESSIBLE IMMUNE CELL RECEPTORS AND METHODS OF USE THEREOF","The present disclosure provides heteromeric, conditionally repressible synthetic immune cell receptors, nucleic acids expressing such receptors, cells expressing such nucleic acids and methods of making and using such receptors and nucleic acids. The present disclosure also provides methods of repressing immune cell activation attributable to a stimulatory synthetic immune cell receptor by dimerizing the stimulatory synthetic immune cell receptor with a synthetic immune cell repressor.",univ california[us],lim wendell a[us]; roybal kole t[us]; wu chia-yung[us]; williams jasper z[us],20170526,C07K14/7051;C07K14/70521;C07K14/70578;C07K2319/02;C07K2319/03
68583506,"HLA-A3-RESTRICTED T CELL RECEPTORS AGAINST MUTATED RAS","Disclosed is an isolated or purified T cell receptor (TCR), wherein the TCR has antigenic specificity for a mutated RAS amino acid sequence presented by a HLA-A3 molecule. Related polypeptides and proteins, as well as related nucleic acids, recombinant expression vectors, host cells, populations of cells, and pharmaceutical compositions are also provided. Also disclosed are methods of detecting the presence of cancer in a mammal and methods of treating or preventing cancer in a mammal.",us health[us]; hanada kenichi[us]; yang james c[us],hanada kenichi[us]; yang james c[us],20200430,A61K35/17;A61P35/00;C07K14/7051;C07K14/7051;C07K16/2833
58289750,"T-CELL RECEPTOR (TCR) TARGETING THERAPIES FOR IMMUNE-MEDIATED ADVERSE DRUG REACTIONS (ADRs) AND OTHER CONDITIONS","The present invention provides methods and compositions for treating immune mediated adverse drug reactions using anti-αβ TCR antibodies and fragments thereof. The adverse drug reactions treated according to the invention include severe cutaneous adverse reactions, idiosyncratic liver injury, and idiopathic drug-induced liver disease. The invention also provides methods and compositions for treating conditions such as epidermolysis bullosa, pemphigus vulgaris, cutaneous T cell lymphoma, and Goodpasture syndrome where T cells play a significant role. Anti-αβ TCR antibodies used in the treatment methods of the invention include T10B9, MEDI-500 and TOL101.",ledebur jr harry c[us],ledebur jr harry c[us],20170323,A61K39/39541;A61K45/06;A61P17/00;A61P17/00;C07K16/2809;C07K16/2809;A61K2039/505;A61K2039/505;A61K2039/545
58701592,"T 세포 수용체","",adaptimmune ltd[gb],tribble nicholas; lawrance william; bagg eleanor,20190611,A61K35/17;A61K35/17;A61P35/00;A61P35/00;A61P35/00;C07K14/4748;C07K14/4748;C07K14/7051;C07K14/7051;C07K14/7051;C12N5/0636;A61K38/00;A61K38/00;A61K38/00;C12N2510/00
63878791,"","",kite pharma inc[us],susarchick debra; uhrin john; korfin michele,20200518,A61K39/0011;A61K39/0011;A61K39/0011;A61K39/12;A61P35/00;A61P35/00;G06Q10/0833;G16H10/40;G16H10/60;G16H20/17;G16H40/00;A61K2039/5156;A61K2039/5158;C07K14/7051;C07K2319/03;G16H40/00
55443213,"T CELL RECEPTORS FROM THE HIV-SPECIFIC REPERTOIRE, MEANS FOR THEIR PRODUCTION AND THERAPEUTIC USES THEREOF","The present invention pertains to the field of T Cell receptors (TCR) identification and clonotyping, and especially concerns particular TCRs identified by clonotyping of a HIV-specific TCR repertoire, or fragments thereof. The invention relates especially to TCRs recognizing Gag peptide located between positions 293-312 in the GAG protein of HIV-1. The present invention further relates to nucleic acid constructs suitable as means for cloning or expressing nucleic acid molecules or TCRs of the invention, such as plasmids, vectors, especially lentiviraltransfer vectors. The invention is of particular interest in the context of therapeutic treatment of human beings seropositive for HIV.",pasteur institut[fr]; inst nat sante rech med[fr],chakrabarti lisa amita[fr]; benati daniela[it]; galperin moran[fr],20170831,A61K35/17;C07K14/161;C07K14/7051;C07K16/1054;C12N5/0636;A61K38/00;C07K2317/34;C12N15/86;C12N2740/15043
55163731,"MOLECULAR CONSTRUCTS AND USES THEREOF","Molecular constructs and dual recognition constructs having a sequence encoding a TCR affinity weakening motif, and DNA and RNA sequences corresponding thereto, are presented. Modified T-cells and other cells transformed with the molecular contracts express a modified TCR that impart s a reduction, in non-specific binding, -an enhancement of binding specificity and an enhancement of binding affinity for a target antigen, compared to non-transformed ( wild-type, native) T-cells, are described. The modified TCRs possess an affinity enhancing motif and an affinity weakening motif. Methods of transforming cells and methods of using enriched populations of transformed cells, in the treatment of cancer and infections arid T-cell mediated pathologies are provided. The affinity weakening motif imparts a weakened interaction, of a TCR with major histocompatibility complex proteins, such as HLA proteins in humans. Soluble modified TCRs are also provided, Therapeutic preparations comprising modified T-cells, modified TCRs, and modified TCR-therapeutic agent-conjugates, are also provided.",univ notre dame du lac[us],baker brian[us]; hellman lance[us]; pierce brian[us]; weng zhiping[us],20160128,A61K31/7088;A61K35/17;A61K38/1774;A61K38/1774;C07K14/7051;C07K14/7051;C12N5/0636;C12N5/0636;C12N15/62;C12N15/86;A61K2035/124;C07K2319/00;C12N2510/00;C12N2510/00
55133182,"PEPTIDES","The present invention relates to novel peptides derived from DDB1- and CUL4-associated factor 4-like protein 2 (DCAF4L2), complexes comprising such peptides bound to recombinant MHC molecules, and cells presenting said peptide in complex with MHC molecules. Also provided by the present invention are binding moieties that bind to the peptides and/or complexes of the invention. Such moieties are useful for the development of immunotherapeutic reagents for the treatment of diseases such as cancer.",immunocore ltd[gb]; adaptimmune ltd[gb],powlesland alex[gb]; popa alina[gb],20210121,A61K39/0011;A61K39/0011;C07K7/06;C07K14/7051;C07K14/70539;A61K2039/605;A61K2039/605
34834931,"","",,,20081218,C07K14/7051
62791369,"SYSTEMS AND METHODS TO IMPROVE VACCINE EFFICACY","Systems and methods to increase the efficacy of vaccines that require or are rendered more effective with T cell mediated immunity are described. The systems and methods utilize polynucleotides that genetically modify T cells to express a T cell receptor specific for an administered vaccine antigen.",hutchinson fred cancer res[us],stephan matthias[us],20180712;20190704,A61K39/001168;A61K39/39;A61K47/6849;A61K47/6931;A61P35/00;C07K14/7051;A61K9/0019;A61K2039/555;A61K2039/852;Y02A50/39;Y02A50/392;Y02A50/394;Y02A50/412;Y02A50/464;Y02A50/466;A61K39/001168;A61K39/39;A61K47/6849;A61K47/6931;A61P35/00;C07K14/7051;A61K9/0019;A61K2039/555;A61K2039/852;Y02A50/39;Y02A50/392;Y02A50/394;Y02A50/412;Y02A50/464;Y02A50/466
49997854,"ENGINEERING T-CELL RECEPTORS","The use of model T cell receptors (TCRs) as scaffolds for in vitro engineering of novel specificities is provided. TCRs with de novo binding to a specific peptide-major histocompatibility complex (MHC) product can be isolated by: 1 ) mutagenizing a T cell receptor protein coding sequence to generate a variegated population of mutants (a library), 2) selection of the library of TCR mutants with the specific peptide-MHC, using a process of directed evolution and a display methodology (e.g., yeast, phage, mammalian cell) and the peptide-MHC ligand. The process can be repeated to identify TCR variants with improved affinity for the selecting peptide-MHC ligand.",univ illinois[us],smith sheena n[us]; kranz david m[us],20140130,C07K14/70503;C07K14/70503;C07K14/70503;C07K14/7051;C07K14/7051;C07K14/7051;C12N15/1037;C12N15/1037;C12N15/1037;C40B40/02
